"3;2015;DEERE (USA);6125R;1128;AMQ;X;08317;000;1;99"
"3;2015;AGCO (D);FENDT 210 VARIO;8749;AFE;X;08317;000;1;34"
"3;2015;AGCO (D);FENDT 312 VARIO;8749;AGV;X;08317;000;1;90"
"3;2015;SAME (I);SAME VIRTUS 100 T1,-T3,-T;88190;AFN;X;08317;000;1;70"
"3;2015;CARRARO (I);UNBEKANNT;4027;000;X;08317;000;1;70"
"3;2015;SAME (I);90T3;88190;AGG;X;08317;000;1;63"
"3;2015;CNH (L);TD4020F;4117;AQX;X;08317;000;1;48"
"3;2015;SCHELL GRUENTECHNIK;UNBEKANNT;900;000;X;08317;000;1;60"
"3;2015;CLAAS TRACTOR (F);ARION 640;1451;ACW;X;08317;000;1;128"
"3;2015;CNH (L);T 4.75 F;4117;AME;X;08317;000;1;57"
"3;2015;PAUS;UNBEKANNT;879;000;X;08317;000;1;75"
"3;2015;HOLDER,METZINGEN;F7XX,L7XX;221;AAT;X;08317;000;1;51"
"3;2015;RASANT;UNBEKANNT;900;000;X;08317;000;1;23"
"3;2015;DEERE (USA);6115M;1128;ANC;X;08317;000;1;85"
"3;2015;NOE;UNBEKANNT;8725;000;X;08317;000;1;134"
"3;2015;CNH (L);PUMA 160;5047;APK;X;08317;000;1;140"
"3;2015;CNH (L);MAXXUM 130 CVX;5047;AYO;X;08317;000;1;110"
"3;2015;SAME (I);DEUTZ-FAHR 5120 TTV,.....;88190;AFX;X;08317;000;1;83"
"3;2015;AGCO (F);MF3630,MF3640,MF3650;3040;AOH;X;08317;000;1;36"
"3;2015;DEERE (USA);6150R;1128;AMX;X;08317;000;1;125"
"3;2015;CLAAS TRACTOR (F);CLAAS ARION;1451;ACT;X;08317;000;1;121"
"3;2015;DEERE (USA);6150M;1128;ANH;X;08325;000;1;110"
"3;2015;CNH (L);KOMPAKT 4065 S;5047;AZQ;X;08325;000;1;48"
"3;2015;DEERE (USA);6110RC;1128;AOM;X;08325;000;1;88"
"3;2015;DEERE (USA);6215R;1128;APP;X;08325;000;1;188"
"3;2015;CNH (L);STEYR 6185 CVT;5047;ASR;X;08325;000;1;162"
"3;2015;CNH (L);FARMALL 65 A;5047;AWZ;X;08325;000;2;48"
"3;2015;CNH (L);MAXXUM 120 CVX;5047;AYN;X;08325;000;1;103"
"3;2015;CNH (L);MAXXUM 110 CVX;5047;AYX;X;08325;000;1;96"
"3;2015;DEERE (USA);6215R;1128;APP;X;08325;000;1;188"
"3;2015;AGCO (D);FENDT 936 VARIO;8749;AHO;X;08325;000;1;269"
"3;2015;DEERE (USA);6115R;1128;AMT;X;08325;000;1;99"
